signal,freq_Hz,psd
force_col_1,59.07692308,5.752857537e-24
force_col_1,59.69230769,1.182466318e-23
force_col_1,60.30769231,5.619379888e-24
force_col_1,60.92307692,1.042611034e-23
force_col_1,61.53846154,1.115336777e-23
force_col_1,62.15384615,8.41898941e-24
force_col_1,62.76923077,8.28191783e-24
force_col_1,63.38461538,9.594804944e-24
force_col_1,64,7.685818714e-24
force_col_1,64.61538462,1.28773797e-23
force_col_1,65.23076923,4.684264268e-24
force_col_1,65.84615385,7.658921831e-24
force_col_1,66.46153846,9.204316991e-24
force_col_1,67.07692308,8.317851012e-24
force_col_1,67.69230769,7.553845223e-24
force_col_1,68.30769231,3.836303383e-23
force_col_1,68.92307692,1.963806199e-23
force_col_1,69.53846154,3.635086758e-24
force_col_1,70.15384615,5.235529838e-24
force_col_1,70.76923077,4.436195355e-24
force_col_1,71.38461538,5.294931633e-24
force_col_1,72,4.55852333e-24
force_col_1,72.61538462,4.613958796e-24
force_col_1,73.23076923,5.348775304e-24
force_col_1,73.84615385,5.864461489e-24
force_col_1,74.46153846,2.410231602e-23
force_col_1,75.07692308,8.355928891e-24
force_col_1,75.69230769,1.091476603e-23
force_col_1,76.30769231,1.111140552e-23
force_col_1,76.92307692,9.684407415e-24
force_col_1,77.53846154,4.993156344e-24
force_col_1,78.15384615,8.119898861e-24
force_col_1,78.76923077,1.110660341e-23
force_col_1,79.38461538,5.923274306e-24
force_col_1,80,3.846348222e-24
force_col_1,80.61538462,5.840098627e-24
force_col_1,81.23076923,5.434302839e-24
force_col_1,81.84615385,1.331214828e-23
force_col_1,82.46153846,8.481827892e-24
force_col_1,83.07692308,1.167451657e-23
force_col_1,83.69230769,8.334018408e-24
force_col_1,84.30769231,8.959505353e-24
force_col_1,84.92307692,1.056814897e-23
force_col_1,85.53846154,2.263564425e-24
force_col_1,86.15384615,2.683130471e-24
force_col_1,86.76923077,1.052336878e-23
force_col_1,87.38461538,1.293024457e-23
force_col_1,88,1.117647379e-23
force_col_1,88.61538462,1.36309903e-23
force_col_1,89.23076923,2.122606893e-23
force_col_1,89.84615385,1.51949358e-23
force_col_1,90.46153846,1.349081904e-23
force_col_1,91.07692308,1.683188962e-23
force_col_1,91.69230769,3.031181015e-23
force_col_1,92.30769231,1.386395764e-23
force_col_1,92.92307692,2.324287954e-23
force_col_1,93.53846154,3.359709988e-23
force_col_1,94.15384615,1.852804886e-23
force_col_1,94.76923077,1.431021557e-23
force_col_1,95.38461538,1.879049309e-23
force_col_1,96,9.34548534e-24
force_col_1,96.61538462,4.884204314e-24
force_col_1,97.23076923,4.97137389e-24
force_col_1,97.84615385,6.31851781e-24
force_col_1,98.46153846,3.847108754e-24
force_col_1,99.07692308,1.12443307e-23
force_col_1,99.69230769,2.296948881e-23
force_col_2,0,1.919827966e-15
force_col_2,0.6153846154,5.584677549e-15
force_col_2,1.230769231,1.155884983e-15
force_col_2,1.846153846,1.997505246e-16
force_col_2,2.461538462,1.018795736e-16
force_col_2,3.076923077,1.150522025e-16
force_col_2,3.692307692,9.378388734e-17
force_col_2,4.307692308,1.342767751e-16
force_col_2,4.923076923,6.752765821e-16
force_col_2,5.538461538,2.811971413e-13
force_col_2,6.153846154,1.470896949e-12
force_col_2,6.769230769,5.237006833e-13
force_col_2,7.384615385,1.620769024e-15
force_col_2,8,3.261422919e-16
force_col_2,8.615384615,2.194791028e-17
force_col_2,9.230769231,3.98062447e-17
force_col_2,9.846153846,2.908855563e-17
force_col_2,10.46153846,4.344307615e-18
force_col_2,11.07692308,3.16070923e-18
force_col_2,11.69230769,3.127349817e-17
force_col_2,12.30769231,1.975548721e-16
force_col_2,12.92307692,9.366138035e-17
force_col_2,13.53846154,3.222070917e-18
force_col_2,14.15384615,2.120873063e-19
force_col_2,14.76923077,1.133768278e-19
force_col_2,15.38461538,1.663202247e-19
force_col_2,16,8.679446694e-20
force_col_2,16.61538462,3.70458789e-20
force_col_2,17.23076923,2.403293774e-20
force_col_2,17.84615385,1.168467763e-19
force_col_2,18.46153846,6.075484865e-19
force_col_2,19.07692308,3.846088051e-19
force_col_2,19.69230769,3.881250084e-20
force_col_2,20.30769231,7.131060966e-21
force_col_2,20.92307692,2.15849738e-21
force_col_2,21.53846154,5.84865224e-21
force_col_2,22.15384615,4.22191434e-21
force_col_2,22.76923077,1.62177626e-21
force_col_2,23.38461538,7.374708175e-22
force_col_2,24,9.868545127e-21
force_col_2,24.61538462,8.474210732e-20
force_col_2,25.23076923,5.988771843e-20
force_col_2,25.84615385,1.441149838e-21
force_col_2,26.46153846,7.78942542e-22
force_col_2,27.07692308,4.604304718e-22
force_col_2,27.69230769,2.033964762e-22
force_col_2,28.30769231,3.409892136e-22
force_col_2,28.92307692,4.181849235e-22
force_col_2,29.53846154,5.990395257e-22
force_col_2,30.15384615,1.8731003e-21
force_col_2,30.76923077,1.611903569e-20
force_col_2,31.38461538,1.634994796e-20
force_col_2,32,1.618692446e-21
force_col_2,32.61538462,2.381945839e-22
force_col_2,33.23076923,1.523698285e-22
force_col_2,33.84615385,3.654248219e-22
force_col_2,34.46153846,4.392344446e-22
force_col_2,35.07692308,1.267547369e-22
force_col_2,35.69230769,3.020132031e-22
force_col_2,36.30769231,6.719979116e-22
force_col_2,36.92307692,2.141427786e-21
force_col_2,37.53846154,2.86529251e-21
force_col_2,38.15384615,1.222993135e-21
force_col_2,38.76923077,5.489136077e-22
force_col_2,39.38461538,4.018480859e-22
force_col_2,40,4.526753235e-22
force_col_2,40.61538462,3.218348324e-22
force_col_2,41.23076923,3.643377176e-22
force_col_2,41.84615385,1.426237613e-22
force_col_2,42.46153846,1.760998149e-22
force_col_2,43.07692308,1.492248183e-21
force_col_2,43.69230769,1.9813501e-21
force_col_2,44.30769231,3.764802065e-22
force_col_2,44.92307692,1.998924564e-22
force_col_2,45.53846154,2.887284864e-22
force_col_2,46.15384615,2.532409322e-22
force_col_2,46.76923077,2.256186825e-22
force_col_2,47.38461538,2.453614885e-22
force_col_2,48,2.097827459e-22
force_col_2,48.61538462,5.532708995e-22
force_col_2,49.23076923,6.772560926e-22
force_col_2,49.84615385,9.549137759e-22
force_col_2,50.46153846,6.207851829e-22
force_col_2,51.07692308,3.892964719e-22
force_col_2,51.69230769,5.520222787e-22
force_col_2,52.30769231,5.435266039e-22
force_col_2,52.92307692,3.185153811e-22
force_col_2,53.53846154,1.95706726e-22
force_col_2,54.15384615,3.657002223e-22
force_col_2,54.76923077,4.99649745e-22
force_col_2,55.38461538,4.549428077e-22
force_col_2,56,5.485894215e-22
force_col_2,56.61538462,5.978135414e-22
force_col_2,57.23076923,2.847896573e-22
force_col_2,57.84615385,2.096594438e-22
force_col_2,58.46153846,2.12634314e-22
force_col_2,59.07692308,2.344755707e-22
force_col_2,59.69230769,4.988660979e-22
force_col_2,60.30769231,5.654160322e-22
force_col_2,60.92307692,6.762069868e-22
force_col_2,61.53846154,2.813762479e-22
force_col_2,62.15384615,3.566671909e-22
force_col_2,62.76923077,4.509117268e-22
force_col_2,63.38461538,2.068113533e-22
force_col_2,64,1.876469194e-22
force_col_2,64.61538462,4.035862404e-22
force_col_2,65.23076923,4.678564689e-22
force_col_2,65.84615385,4.216649808e-22
force_col_2,66.46153846,4.997440238e-22
force_col_2,67.07692308,3.718922971e-22
force_col_2,67.69230769,2.34155189e-22
force_col_2,68.30769231,4.538483724e-22
force_col_2,68.92307692,4.937744163e-22
force_col_2,69.53846154,5.466985339e-22
force_col_2,70.15384615,1.772449034e-22
force_col_2,70.76923077,1.912065828e-22
force_col_2,71.38461538,3.258156704e-22
force_col_2,72,4.511556293e-22
force_col_2,72.61538462,1.942839272e-22
force_col_2,73.23076923,2.351730888e-22
force_col_2,73.84615385,1.753572007e-22
force_col_2,74.46153846,2.19242024e-22
force_col_2,75.07692308,2.228034087e-22
force_col_2,75.69230769,4.248237609e-22
force_col_2,76.30769231,4.899684958e-22
force_col_2,76.92307692,2.252105259e-22
force_col_2,77.53846154,1.892335774e-22
force_col_2,78.15384615,2.283960253e-22
force_col_2,78.76923077,9.334424538e-23
force_col_2,79.38461538,1.801914453e-22
force_col_2,80,2.052900375e-22
force_col_2,80.61538462,5.58047235e-22
force_col_2,81.23076923,5.643624291e-22
force_col_2,81.84615385,2.834265535e-22
force_col_2,82.46153846,1.07784616e-22
force_col_2,83.07692308,2.692228108e-22
force_col_2,83.69230769,1.479089276e-22
force_col_2,84.30769231,1.989571129e-22
force_col_2,84.92307692,2.375670712e-22
force_col_2,85.53846154,1.730528323e-22
force_col_2,86.15384615,1.757482825e-22
force_col_2,86.76923077,1.639675129e-22
force_col_2,87.38461538,1.93080363e-22
force_col_2,88,1.820824928e-22
force_col_2,88.61538462,2.304478969e-22
force_col_2,89.23076923,1.649628844e-22
force_col_2,89.84615385,9.143174929e-23
force_col_2,90.46153846,1.668122832e-22
force_col_2,91.07692308,2.276701474e-22
force_col_2,91.69230769,3.097704769e-22
force_col_2,92.30769231,2.37257985e-22
force_col_2,92.92307692,1.830051812e-22
force_col_2,93.53846154,1.531708569e-22
force_col_2,94.15384615,1.191466881e-22
force_col_2,94.76923077,1.517338765e-22
force_col_2,95.38461538,3.447924712e-22
force_col_2,96,2.041885421e-22
force_col_2,96.61538462,2.630914041e-22
force_col_2,97.23076923,2.120284032e-22
force_col_2,97.84615385,2.660594203e-22
force_col_2,98.46153846,1.940066311e-22
force_col_2,99.07692308,6.231119732e-23
force_col_2,99.69230769,1.369463866e-22
force_col_3,0,5.36378494e-22
force_col_3,0.6153846154,2.491064569e-20
force_col_3,1.230769231,2.290207756e-20
force_col_3,1.846153846,1.198261922e-19
force_col_3,2.461538462,3.228054774e-19
force_col_3,3.076923077,2.711906856e-19
force_col_3,3.692307692,1.749692052e-19
force_col_3,4.307692308,3.179894549e-20
force_col_3,4.923076923,9.34343107e-22
force_col_3,5.538461538,1.369584721e-21
force_col_3,6.153846154,3.612361882e-22
force_col_3,6.769230769,2.263870203e-22
force_col_3,7.384615385,3.360758542e-21
force_col_3,8,7.384760775e-20
force_col_3,8.615384615,2.117572168e-19
force_col_3,9.230769231,7.471128705e-20
force_col_3,9.846153846,8.723822852e-21
force_col_3,10.46153846,2.309823879e-21
force_col_3,11.07692308,3.120032314e-22
force_col_3,11.69230769,4.775104535e-23
force_col_3,12.30769231,1.926666593e-23
force_col_3,12.92307692,3.174050446e-23
force_col_3,13.53846154,1.562175965e-23
force_col_3,14.15384615,1.849194932e-22
force_col_3,14.76923077,6.756634732e-22
force_col_3,15.38461538,2.429685546e-22
force_col_3,16,1.018107167e-23
force_col_3,16.61538462,1.16639777e-23
force_col_3,17.23076923,2.82658438e-24
force_col_3,17.84615385,3.183042314e-25
force_col_3,18.46153846,8.202936322e-26
force_col_3,19.07692308,5.413362377e-26
force_col_3,19.69230769,2.071427915e-26
force_col_3,20.30769231,8.85482021e-25
force_col_3,20.92307692,3.158950064e-24
force_col_3,21.53846154,1.13521348e-24
force_col_3,22.15384615,4.413033509e-26
force_col_3,22.76923077,1.181656823e-26
force_col_3,23.38461538,2.923954209e-27
force_col_3,24,4.231866847e-27
force_col_3,24.61538462,1.916530277e-27
force_col_3,25.23076923,1.567125676e-27
force_col_3,25.84615385,8.501314178e-27
force_col_3,26.46153846,8.562215632e-27
force_col_3,27.07692308,5.269918351e-26
force_col_3,27.69230769,4.956474805e-26
force_col_3,28.30769231,1.191255285e-26
force_col_3,28.92307692,4.876318489e-27
force_col_3,29.53846154,1.724468683e-27
force_col_3,30.15384615,3.447155794e-28
force_col_3,30.76923077,5.479071151e-28
force_col_3,31.38461538,1.198085277e-27
force_col_3,32,7.441458974e-28
force_col_3,32.61538462,2.42303503e-27
force_col_3,33.23076923,8.502151977e-27
force_col_3,33.84615385,6.408924171e-27
force_col_3,34.46153846,1.44794524e-27
force_col_3,35.07692308,5.098096646e-28
force_col_3,35.69230769,5.897120548e-28
force_col_3,36.30769231,1.715942916e-28
force_col_3,36.92307692,3.834461492e-29
force_col_3,37.53846154,8.412805027e-29
force_col_3,38.15384615,5.207027883e-29
force_col_3,38.76923077,2.171684053e-28
force_col_3,39.38461538,2.338584565e-28
force_col_3,40,3.510462438e-28
force_col_3,40.61538462,6.045082953e-29
force_col_3,41.23076923,3.025111954e-28
force_col_3,41.84615385,2.806528157e-28
force_col_3,42.46153846,5.29185205e-29
force_col_3,43.07692308,7.188595487e-29
force_col_3,43.69230769,9.364410489e-29
force_col_3,44.30769231,5.354741892e-29
force_col_3,44.92307692,1.640891053e-29
force_col_3,45.53846154,3.21870686e-29
force_col_3,46.15384615,3.479069642e-29
force_col_3,46.76923077,5.425080977e-29
force_col_3,47.38461538,1.130459481e-28
force_col_3,48,7.189111315e-29
force_col_3,48.61538462,3.721535895e-29
force_col_3,49.23076923,4.457251518e-29
force_col_3,49.84615385,3.186658431e-29
force_col_3,50.46153846,3.074901411e-29
force_col_3,51.07692308,3.142823766e-29
force_col_3,51.69230769,3.204609227e-29
force_col_3,52.30769231,6.217781878e-29
force_col_3,52.92307692,1.521230359e-28
force_col_3,53.53846154,1.360075711e-28
force_col_3,54.15384615,6.311405497e-29
force_col_3,54.76923077,6.773029571e-29
force_col_3,55.38461538,5.205540075e-29
force_col_3,56,5.901064521e-29
force_col_3,56.61538462,5.45342227e-29
force_col_3,57.23076923,1.135359228e-28
force_col_3,57.84615385,1.345004831e-28
force_col_3,58.46153846,2.698924213e-28
force_col_3,59.07692308,1.527414679e-28
force_col_3,59.69230769,9.960701108e-29
force_col_3,60.30769231,5.685825713e-29
force_col_3,60.92307692,4.992520098e-29
force_col_3,61.53846154,5.172863441e-29
force_col_3,62.15384615,8.527784661e-29
force_col_3,62.76923077,1.273857408e-28
force_col_3,63.38461538,8.604420347e-29
force_col_3,64,4.951576773e-29
force_col_3,64.61538462,4.532847405e-29
force_col_3,65.23076923,1.533025292e-28
force_col_3,65.84615385,4.167184857e-28
force_col_3,66.46153846,4.126505751e-28
force_col_3,67.07692308,1.859927401e-28
force_col_3,67.69230769,9.383540764e-29
force_col_3,68.30769231,3.905617044e-29
force_col_3,68.92307692,3.504411928e-29
force_col_3,69.53846154,5.847205437e-29
force_col_3,70.15384615,7.606282312e-29
force_col_3,70.76923077,1.357115092e-28
force_col_3,71.38461538,3.217665492e-28
force_col_3,72,2.754567173e-28
force_col_3,72.61538462,9.393684572e-29
force_col_3,73.23076923,1.629279963e-28
force_col_3,73.84615385,1.288170634e-28
force_col_3,74.46153846,1.745801203e-28
force_col_3,75.07692308,1.648218768e-28
force_col_3,75.69230769,9.634643716e-29
force_col_3,76.30769231,1.0310221e-28
force_col_3,76.92307692,1.089058396e-28
force_col_3,77.53846154,1.958260158e-28
force_col_3,78.15384615,7.574375427e-29
force_col_3,78.76923077,5.62919573e-29
force_col_3,79.38461538,3.720979346e-29
force_col_3,80,1.415900803e-28
force_col_3,80.61538462,2.15042544e-28
force_col_3,81.23076923,5.359683691e-29
force_col_3,81.84615385,8.737560374e-29
force_col_3,82.46153846,1.547695458e-28
force_col_3,83.07692308,5.890815398e-29
force_col_3,83.69230769,4.039421912e-29
force_col_3,84.30769231,6.007744052e-29
force_col_3,84.92307692,7.101431534e-29
force_col_3,85.53846154,8.63260115e-29
force_col_3,86.15384615,8.799149593e-29
force_col_3,86.76923077,5.938177816e-29
force_col_3,87.38461538,9.523217794e-29
force_col_3,88,1.259113691e-28
force_col_3,88.61538462,8.76305727e-29
force_col_3,89.23076923,3.006127147e-29
force_col_3,89.84615385,6.833952201e-29
force_col_3,90.46153846,1.917642987e-29
force_col_3,91.07692308,2.064870964e-29
force_col_3,91.69230769,6.352517225e-29
force_col_3,92.30769231,7.61290486e-29
force_col_3,92.92307692,8.877186332e-29
force_col_3,93.53846154,1.103273788e-28
force_col_3,94.15384615,9.889146233e-29
force_col_3,94.76923077,5.674529421e-29
force_col_3,95.38461538,3.937391802e-29
force_col_3,96,1.552943931e-28
force_col_3,96.61538462,4.089726325e-28
force_col_3,97.23076923,6.080423682e-28
force_col_3,97.84615385,3.802969934e-28
force_col_3,98.46153846,1.096044609e-28
force_col_3,99.07692308,3.229229136e-29
force_col_3,99.69230769,4.297396785e-29
force_col_4,0,8.905811282e-16
force_col_4,0.6153846154,6.021192463e-16
force_col_4,1.230769231,1.344519546e-17
force_col_4,1.846153846,5.315910292e-18
force_col_4,2.461538462,3.174934728e-19
force_col_4,3.076923077,1.470382409e-18
force_col_4,3.692307692,5.580431178e-19
force_col_4,4.307692308,3.757725506e-19
force_col_4,4.923076923,1.385246758e-18
force_col_4,5.538461538,3.143903319e-16
force_col_4,6.153846154,1.667498334e-15
force_col_4,6.769230769,6.118039975e-16
force_col_4,7.384615385,7.450011951e-18
force_col_4,8,2.353192347e-18
force_col_4,8.615384615,9.287085207e-19
force_col_4,9.230769231,2.040195447e-18
force_col_4,9.846153846,1.066510495e-18
force_col_4,10.46153846,2.850536885e-19
force_col_4,11.07692308,3.229479826e-19
force_col_4,11.69230769,7.756551828e-18
force_col_4,12.30769231,4.018865205e-17
force_col_4,12.92307692,1.841034821e-17
force_col_4,13.53846154,9.095009244e-19
force_col_4,14.15384615,9.495227468e-20
force_col_4,14.76923077,3.971237479e-20
force_col_4,15.38461538,9.988370794e-20
force_col_4,16,5.996334287e-20
force_col_4,16.61538462,1.657673646e-20
force_col_4,17.23076923,5.34017101e-21
force_col_4,17.84615385,1.657934346e-19
force_col_4,18.46153846,1.247117524e-18
force_col_4,19.07692308,7.245747376e-19
force_col_4,19.69230769,1.511756338e-20
force_col_4,20.30769231,2.906434427e-21
force_col_4,20.92307692,7.065690322e-22
force_col_4,21.53846154,8.980284049e-22
force_col_4,22.15384615,6.855372698e-22
force_col_4,22.76923077,6.586026437e-22
force_col_4,23.38461538,3.648128501e-22
force_col_4,24,2.326416825e-21
force_col_4,24.61538462,1.584856633e-20
force_col_4,25.23076923,1.144721928e-20
force_col_4,25.84615385,7.305593507e-22
force_col_4,26.46153846,3.353396817e-22
force_col_4,27.07692308,1.830727333e-22
force_col_4,27.69230769,1.96005055e-22
force_col_4,28.30769231,1.32759655e-22
force_col_4,28.92307692,1.461310318e-22
force_col_4,29.53846154,1.118680433e-22
force_col_4,30.15384615,1.48822113e-22
force_col_4,30.76923077,2.290780047e-22
force_col_4,31.38461538,1.928622492e-22
force_col_4,32,1.052860125e-22
force_col_4,32.61538462,7.188223071e-23
force_col_4,33.23076923,6.512299317e-23
force_col_4,33.84615385,4.335931934e-23
force_col_4,34.46153846,4.243619317e-23
force_col_4,35.07692308,3.556175691e-23
force_col_4,35.69230769,3.884703113e-23
force_col_4,36.30769231,3.399236169e-23
force_col_4,36.92307692,7.07174809e-23
force_col_4,37.53846154,5.824410588e-23
force_col_4,38.15384615,3.924091264e-23
force_col_4,38.76923077,1.518447148e-23
force_col_4,39.38461538,1.446453284e-23
force_col_4,40,1.435358297e-23
force_col_4,40.61538462,1.128023581e-23
force_col_4,41.23076923,2.129053082e-23
force_col_4,41.84615385,2.643763061e-23
force_col_4,42.46153846,2.349329284e-23
force_col_4,43.07692308,2.311245366e-23
force_col_4,43.69230769,2.50651699e-23
force_col_4,44.30769231,2.903507504e-23
force_col_4,44.92307692,2.115789916e-23
force_col_4,45.53846154,1.813080754e-23
force_col_4,46.15384615,1.116897983e-23
force_col_4,46.76923077,9.873420079e-24
force_col_4,47.38461538,1.35266411e-23
force_col_4,48,1.177854736e-23
force_col_4,48.61538462,1.226314865e-23
force_col_4,49.23076923,1.981627736e-23
force_col_4,49.84615385,3.288908578e-23
force_col_4,50.46153846,2.515347141e-23
force_col_4,51.07692308,1.020572494e-23
force_col_4,51.69230769,8.992408979e-24
force_col_4,52.30769231,1.292753333e-23
force_col_4,52.92307692,8.271648561e-24
force_col_4,53.53846154,1.118144966e-23
force_col_4,54.15384615,4.544317365e-24
force_col_4,54.76923077,2.712557157e-24
force_col_4,55.38461538,8.246646586e-24
force_col_4,56,1.022971643e-23
force_col_4,56.61538462,1.408118383e-23
force_col_4,57.23076923,1.176189063e-23
force_col_4,57.84615385,1.2911662e-23
force_col_4,58.46153846,1.273543007e-23
force_col_4,59.07692308,5.475443902e-24
force_col_4,59.69230769,1.163679004e-23
force_col_4,60.30769231,5.456868261e-24
force_col_4,60.92307692,1.070304308e-23
force_col_4,61.53846154,1.078001119e-23
force_col_4,62.15384615,7.496858391e-24
force_col_4,62.76923077,8.396995165e-24
force_col_4,63.38461538,9.396645476e-24
force_col_4,64,7.378084672e-24
force_col_4,64.61538462,1.292173326e-23
force_col_4,65.23076923,4.466186622e-24
force_col_4,65.84615385,7.535413773e-24
force_col_4,66.46153846,8.977124584e-24
force_col_4,67.07692308,8.108588108e-24
force_col_4,67.69230769,7.640878036e-24
force_col_4,68.30769231,3.809058617e-23
force_col_4,68.92307692,1.91799902e-23
force_col_4,69.53846154,3.697395982e-24
force_col_4,70.15384615,5.104708186e-24
force_col_4,70.76923077,4.386962062e-24
force_col_4,71.38461538,5.243039294e-24
force_col_4,72,4.389491252e-24
force_col_4,72.61538462,4.475117904e-24
force_col_4,73.23076923,5.210708844e-24
force_col_4,73.84615385,5.501974297e-24
force_col_4,74.46153846,2.26396442e-23
force_col_4,75.07692308,7.780665531e-24
force_col_4,75.69230769,1.089967291e-23
force_col_4,76.30769231,1.108763653e-23
force_col_4,76.92307692,9.621436598e-24
force_col_4,77.53846154,5.011808502e-24
force_col_4,78.15384615,7.969144657e-24
force_col_4,78.76923077,1.077723345e-23
force_col_4,79.38461538,6.129986215e-24
force_col_4,80,3.474861578e-24
force_col_4,80.61538462,5.720369867e-24
force_col_4,81.23076923,5.462118584e-24
force_col_4,81.84615385,1.313674854e-23
force_col_4,82.46153846,8.37867796e-24
force_col_4,83.07692308,1.131144055e-23
force_col_4,83.69230769,8.420779554e-24
force_col_4,84.30769231,8.842284566e-24
force_col_4,84.92307692,1.053182999e-23
force_col_4,85.53846154,2.108194554e-24
force_col_4,86.15384615,2.723701894e-24
force_col_4,86.76923077,1.081412015e-23
force_col_4,87.38461538,1.326242787e-23
force_col_4,88,1.118206284e-23
force_col_4,88.61538462,1.319342311e-23
force_col_4,89.23076923,2.086915582e-23
force_col_4,89.84615385,1.495860201e-23
force_col_4,90.46153846,1.344943654e-23
force_col_4,91.07692308,1.671348952e-23
force_col_4,91.69230769,3.004058195e-23
force_col_4,92.30769231,1.355579989e-23
force_col_4,92.92307692,2.342076559e-23
force_col_4,93.53846154,3.423591211e-23
force_col_4,94.15384615,1.922026525e-23
force_col_4,94.76923077,1.421558344e-23
force_col_4,95.38461538,1.855107808e-23
force_col_4,96,9.157799173e-24
force_col_4,96.61538462,4.734299162e-24
force_col_4,97.23076923,4.887558018e-24
force_col_4,97.84615385,6.320640564e-24
force_col_4,98.46153846,3.757429238e-24
force_col_4,99.07692308,1.114730525e-23
force_col_4,99.69230769,2.257700246e-23
force_col_5,0,1.734322459e-15
force_col_5,0.6153846154,4.82824895e-15
force_col_5,1.230769231,9.639041621e-16
force_col_5,1.846153846,1.739079085e-16
force_col_5,2.461538462,8.751911507e-17
force_col_5,3.076923077,9.5834622e-17
force_col_5,3.692307692,7.902221825e-17
force_col_5,4.307692308,1.15748681e-16
force_col_5,4.923076923,5.851336118e-16
force_col_5,5.538461538,2.434339688e-13
force_col_5,6.153846154,1.273849097e-12
force_col_5,6.769230769,4.536216688e-13
force_col_5,7.384615385,1.407045412e-15
force_col_5,8,2.845346169e-16
force_col_5,8.615384615,1.927698138e-17
force_col_5,9.230769231,3.524283008e-17
force_col_5,9.846153846,2.574949276e-17
force_col_5,10.46153846,3.855603002e-18
force_col_5,11.07692308,2.804061976e-18
force_col_5,11.69230769,2.825301824e-17
force_col_5,12.30769231,1.78796251e-16
force_col_5,12.92307692,8.472006352e-17
force_col_5,13.53846154,2.90994626e-18
